sizes,probs,cells
1.8,0.97,2950
82.6,0.43,4650
10.6,0.52,2700
73.6,0.66,3650
50,0.32,2900
83.4,0.38,1450
12,0.09,2300
93.4,0.96,650
93.8,0.7,450
35.6,0.92,300
10.8,0.47,3600
9.4,0.63,4300
47.2,0.1,2250
36.8,0.01,1300
90.8,0.41,2400
31.2,0.88,3450
76.6,0.47,4450
98.6,0.08,350
2.8,0.57,4450
35,0.73,4300
58.6,0.95,2450
73.2,0.43,3350
22.6,0.5,2100
11.6,0.94,4850
20.4,0.42,4800
83.4,0.72,300
46.4,0.44,1500
7.2,0.88,3350
59.2,0.31,550
60,0.65,500
4.6,0.46,1800
28.8,0.52,4550
43.8,0.5,4200
45.6,0.25,200
54.8,0.76,3450
19.2,0.71,650
47.8,0.85,4800
84,0.1,3750
63.4,0.06,250
83.8,0.8,2350
5.6,0.2,4150
80.8,0.16,3150
6.2,0.09,5000
50.6,0.95,4450
50.6,0.16,2000
70,0.3,700
49.6,0.16,1600
45.8,0.68,300
94,0.95,1600
24.8,0.91,3350
83,0.23,4300
87.2,0.18,2600
60,0.44,4050
93,0.1,3500
28.4,0.45,300
31.4,0.84,4250
16.6,0.41,2850
71,0.88,2850
58.8,0.57,3450
88.4,0.4,200
6,0.84,3650
69.8,0.63,4450
27.4,0.41,4100
95.4,0.11,1450
52.2,0.38,2150
50.4,0.4,3850
31,0.98,3250
44.4,0.26,4900
66.4,0.09,4700
86.6,0.45,3550
17.6,0.47,1750
41,0.12,400
48.6,0.28,2150
38.4,0.74,850
23,0.99,3050
99.2,0.63,2500
83,0.38,3400
35.6,0.6,2550
17.8,0.93,1150
95,0.38,450
9,0.79,4150
49.8,0.12,1000
52.6,0.69,600
27.4,0.01,400
69.8,0.3,4500
53.8,0.43,3700
89.2,0.42,3350
7.4,0.64,4800
18.8,0.01,1700
73,0.92,2000
26,0.44,850
24,0.08,2250
41,0.75,2950
26.6,0.88,4200
74,0.06,1300
22.2,0.05,1800
46.8,0.14,3600
3.2,0.39,4400
13.2,0.73,3800
47.2,0.34,2750
41.4,0.81,2950
21.6,0.94,4650
45.6,0.26,2700
46.8,0.75,3650
31.2,0.77,2900
18.6,0.05,1450
55.6,0.91,2300
51.6,0.33,650
74,0.34,450
52.6,0.45,300
14.6,0.3,3600
98.6,0.52,4300
82.6,0.92,2250
77.8,0.66,1300
20.8,0.32,2400
68,0.6,3450
96.2,0.78,4450
40.6,0.27,350
84.8,0.44,4450
95.4,0.41,4300
75.4,0.83,2450
3.8,0.2,3350
79.2,0.4,2100
85.6,0.7,4850
7,0.63,4800
80,0.56,300
48.6,0.88,1500
34.4,0.54,3350
4.6,0.7,550
87.8,0.33,500
42.4,0.62,1800
74.4,0.76,4550
70.2,0.29,4200
43.6,0.81,200
23.2,0.85,3450
36.6,0.99,650
53.8,0.59,4800
63.2,0.3,3750
27.8,0.29,250
82.6,0.93,2350
51.8,0.73,4150
40.6,0.67,3150
52.8,0.37,5000
53.6,0.56,4450
84.2,0.34,2000
96.6,0.42,700
60,0.91,1600
66,0.91,300
66.4,0.11,1600
36.6,0.91,3350
65.4,0.59,4300
86.2,0.38,2600
11.8,0.21,4050
45.6,0.85,3500
31.4,0.68,300
58,0.81,4250
92.8,0.31,2850
41.8,0.36,2850
22,0.95,3450
70.8,0.04,200
65,0.69,3650
45,0.37,4450
66.8,0.69,4100
49.8,0.3,1450
15.4,0.62,2150
8.2,0.07,3850
27.4,0.17,3250
79.8,0.86,4900
27.6,0.92,4700
15.2,0.92,3550
18.8,0.67,1750
63.2,0.82,400
15.6,0.74,2150
61.6,0.82,850
42.4,0.05,3050
65.2,0.62,2500
54.2,0.59,3400
49.8,0.38,2550
69,0.58,1150
22.8,0.6,450
92.6,0.49,4150
82.2,0.29,1000
30,0.55,600
7.8,0.02,400
10.4,0.98,4500
75.8,0.65,3700
94.8,0.25,3350
46.4,0.24,4800
16,0.83,1700
55.6,0.58,2000
45,0.82,850
93.4,0.59,2250
85.2,0.87,2950
93,0.7,4200
31.2,0.08,1300
20.6,0.47,1800
86.2,0.78,3600
3.6,0.93,4400
22.2,0.41,3800
88.6,0.46,2750
46.2,0.53,2950
17.6,0.07,4650
74,0.89,2700
57.2,0.08,3650
7.6,0.2,2900
57.8,0.21,1450
42.2,0.49,2300
44,0.39,650
92,0.9,450
71.4,0.44,300
82.4,0.65,3600
45.8,0.02,4300
53.2,0.62,2250
38,0.24,1300
52.6,0.36,2400
52.6,0.41,3450
64.6,0.6,4450
62.2,0.62,350
3.8,0.43,4450
45.8,0.86,4300
27.2,0.42,2450
12.6,0.87,3350
48.4,0.95,2100
96.8,0.75,4850
14,0.9,4800
42.2,0.52,300
20,0.08,1500
76.6,0.83,3350
97.2,0.32,550
41.6,0.22,500
73.6,0.86,1800
72.2,0.55,4550
51,0.42,4200
11.6,0.46,200
36.2,0.57,3450
36,0.34,650
79.4,0.66,4800
31.8,0.75,3750
95.4,0.29,250
7.8,0.5,2350
11.4,0.67,4150
43.2,0.07,3150
74.6,0.22,5000
39.2,0.99,4450
55.2,0.27,2000
21,0.73,700
6.8,0.23,1600
78,0.58,300
6.4,0.85,1600
85.2,0.04,3350
100,0.73,4300
99.6,0.21,2600
25.6,0.34,4050
85,0.06,3500
44,0.45,300
25.4,0.88,4250
66.6,0.69,2850
97.2,0.77,2850
39.6,0.64,3450
55.8,0.76,200
1.8,0.89,3650
12,0.71,4450
74.2,0.58,4100
29.6,0.31,1450
91.2,0.31,2150
56.8,0.57,3850
69.8,0.78,3250
19,0.4,4900
97,0.58,4700
94,0.55,3550
9.4,0.31,1750
74.6,0.13,400
65.8,0.54,2150
86.8,0.06,850
91.6,0.85,3050
0.4,0.16,2500
69.4,0.12,3400
73.2,0.05,2550
42,0.01,1150
54.8,0.6,450
26.4,0.53,4150
35.6,0.27,1000
97.8,0.44,600
26.8,0.19,400
14.4,0.36,4500
91.8,0.59,3700
44.2,0.4,3350
35.6,0.4,4800
81.8,0.89,1700
65.4,0.11,2000
67.4,0.91,850
61,0.14,2250
9.8,0.15,2950
59.4,0.25,4200
29.6,0.93,1300
54.4,0.34,1800
72.4,0.49,3600
61.8,0.82,4400
30.8,0.33,3800
43.2,0.61,2750
10.8,0.55,2950
26.8,0.11,4650
89.4,0.18,2700
11.8,0.38,3650
70.4,0.52,2900
16.6,0.25,1450
51.2,0.77,2300
6.6,0.34,650
53,0.45,450
5,0.93,300
80.6,0.3,3600
14.2,0.4,4300
33,0.95,2250
87.6,0.01,1300
49,0.95,2400
96.4,0.42,3450
26.2,0.24,4450
93.6,0.15,350
94,0.44,4450
68.4,0.89,4300
67.8,0.62,2450
63.4,0.57,3350
60.2,0.55,2100
76.2,0.32,4850
35.6,0.76,4800
60.4,0.38,300
64,0.3,1500
12.2,0.7,3350
87.6,0.97,550
6.6,0.78,500
73.4,0.78,1800
89.6,0.38,4550
91,0.48,4200
66.8,0.38,200
77.8,0.42,3450
8.2,0.24,650
77.4,0.59,4800
15.8,0.13,3750
65.8,0.5,250
64.4,0.87,2350
39.8,0.08,4150
60,0.1,3150
97.2,0.9,5000
86,0.32,4450
7.6,0.57,2000
48,0.86,700
73.8,0.74,1600
16.6,0.93,300
72,0.87,1600
99,0.17,3350
76.8,0.48,4300
22.4,0.32,2600
28.4,0.17,4050
88,0.4,3500
19.6,0.03,300
37.2,0.91,4250
29.8,0.17,2850
90.6,0.93,2850
6.4,0.6,3450
94.2,0.92,200
19.6,0.66,3650
52,0.33,4450
64.4,0.99,4100
12,0.53,1450
32.2,0.32,2150
48.4,0.93,3850
79,0.55,3250
16.8,0.37,4900
9,0.01,4700
9,0.62,3550
68.4,0.07,1750
9.8,0.32,400
49,0.71,2150
12.8,0.1,850
95.8,0.41,3050
45.4,0.58,2500
68.4,0.74,3400
96,0.12,2550
29,0.42,1150
14,0.37,450
64.6,0.55,4150
94.4,0.48,1000
64.6,0.92,600
33.2,0.23,400
92.4,0.89,4500
59.4,0.03,3700
23.2,0.25,3350
72.2,0.63,4800
43.2,0.6,1700
76.6,0.85,2000
37.6,0.69,850
63.6,0.11,2250
64,0.28,2950
10.6,0.81,4200
95.2,0.3,1300
85.2,0.97,1800
70.8,0.74,3600
23.6,0.62,4400
10.8,0.58,3800
48.6,0.14,2750
27.6,0.93,2950
30.2,0.39,4650
81,0.94,2700
17,0.9,3650
94,0.43,2900
65.2,0.17,1450
24.4,0.54,2300
37,0.37,650
63,0.14,450
0.8,0.44,300
88.4,0.65,3600
74,0.71,4300
86.2,0.04,2250
70.2,0.32,1300
46,0.97,2400
70.2,0.1,3450
90.2,0.35,4450
70.2,0.11,350
6.2,0.82,4450
79.4,0.06,4300
52.2,0.06,2450
84.6,0.16,3350
3,0.07,2100
44.2,0.92,4850
11.6,0.7,4800
47.2,0.61,300
80,0.32,1500
49.2,0.73,3350
14.6,0.25,550
31.4,0.8,500
74.2,0.03,1800
77,0.18,4550
31.8,0.3,4200
95.8,0.43,200
54.4,0.37,3450
7.4,0.06,650
93.8,0.3,4800
99.6,0.78,3750
58.8,0.02,250
98.8,0.82,2350
73.6,0.08,4150
31.6,0.73,3150
71.4,0.5,5000
41,0.36,4450
10.6,0.01,2000
65.4,0.6,700
7,0.62,1600
44.4,0.86,300
83,0.32,1600
30.8,0.78,3350
85.6,0.99,4300
11.4,0.22,2600
16,0.07,4050
91.4,0.25,3500
45.4,0.65,300
39.4,0.49,4250
25,0.36,2850
17.2,0.12,2850
71,0.32,3450
49.6,0.42,200
73.6,0.37,3650
80.8,0.69,4450
97.8,0.3,4100
67.2,0.22,1450
91.4,0.29,2150
88.2,0.92,3850
85.8,0.31,3250
93.2,0.23,4900
8.2,0.34,4700
50,0.64,3550
73.8,0.25,1750
85.4,0.13,400
20.8,0.43,2150
2,0.2,850
25,0.83,3050
68.4,0.91,2500
64,0.75,3400
51.8,0.6,2550
58.2,0.19,1150
97,0.12,450
29.2,0.1,4150
59.6,0.74,1000
77.6,0.5,600
60.4,0.54,400
29.6,0.21,4500
90.8,0.75,3700
20.6,0.79,3350
39.8,0.13,4800
2.6,0.67,1700
60.8,0.66,2000
2.4,0.58,850
91.4,0.09,2250
39.6,0.86,2950
72.8,0.2,4200
59.6,0.03,1300
44.6,0.21,1800
61.8,0.69,3600
50.6,0.85,4400
93.2,0.92,3800
47.6,0.96,2750
13,0.33,2950
89.4,0.83,4650
37.6,0.05,2700
32,0.35,3650
83.4,0.43,2900
36.2,0.25,1450
32.6,0.69,2300
85,0.22,650
10.8,0.17,450
13.8,0.24,300
70.8,0.37,3600
9,0.18,4300
0.6,0.06,2250
25,0.15,1300
31.8,0.55,2400
36.6,0.71,3450
73.8,0.01,4450
94.4,0.02,350
18.2,0.09,4450
80.4,0.47,4300
75.6,0.27,2450
51.8,0.88,3350
22.8,0.12,2100
22,0.84,4850
59.4,0.19,4800
70.6,0.85,300
22.2,0.24,1500
14.4,0.41,3350
83.2,0.77,550
27.2,0.02,500
84.2,0.68,1800
59.2,0.41,4550
52,0.88,4200
46.6,0.66,200
44,0.4,3450
13.6,0.82,650
67.2,0.23,4800
8.8,0.92,3750
86.6,0.03,250
80.6,0.79,2350
29.6,0.05,4150
63.2,0.42,3150
97.4,0.03,5000
24.8,0.7,4450
39.6,0.95,2000
80.6,0.18,700
50.2,0.5,1600
18.4,0.37,300
99.6,0.92,1600
29.4,0.41,3350
20,0.06,4300
32.6,0.02,2600
91.4,0.4,4050
61,0.01,3500
61.4,0.47,300
19.6,0.61,4250
47.2,0.87,2850
49,0.69,2850
37.4,0.85,3450
48.8,0.98,200
14,0.08,3650
91.8,0.2,4450
3.4,0.45,4100
52.6,0.59,1450
23.8,0.1,2150
64.4,0.79,3850
82.2,0.89,3250
30,0.49,4900
18.2,0.88,4700
28.6,0.64,3550
57.8,0.75,1750
29,0.05,400
19.6,0.02,2150
96.2,0.26,850
9,0.14,3050
89.6,0.52,2500
35.6,0.61,3400
99.4,0.28,2550
97.6,0.43,1150
7.4,0.82,450
66.4,0.03,4150
65.8,0.81,1000
56.4,0.63,600
34.8,0.36,400
69.8,0.95,4500
87.4,0.13,3700
38.8,0.79,3350
2.8,0.87,4800
25,0.36,1700
66,0.38,2000
43.6,0.29,850
97.6,0.38,2250
97,0.89,2950
73,0.55,4200
93.2,0.24,1300
50.6,0.09,1800
49,0.06,3600
87.4,0.43,4400
37.2,0.58,3800
36.4,0.55,2750
84,0.83,2950
4.2,0.08,4650
47.2,0.47,2700
57,0.11,3650
80.8,0.14,2900
44,0.8,1450
24.6,0.99,2300
99.2,0.51,650
3.4,0.99,450
75.2,0.2,300
51.6,0.58,3600
70.4,0.91,4300
55,0.09,2250
23,0.2,1300
67.6,0.6,2400
63.8,0.22,3450
55.6,0.87,4450
73.2,0.57,350
96,0.86,4450
14.8,0.12,4300
65.6,0.67,2450
97.4,0.07,3350
85.8,0.65,2100
47.4,0.19,4850
19.2,0.93,4800
7.4,0.63,300
87.6,0.25,1500
56.8,0.4,3350
51,0.28,550
68.6,0.82,500
90.8,0.69,1800
51.8,0.21,4550
13.8,0.69,4200
28,0.35,200
47.6,0.02,3450
78.6,0.4,650
29.2,0.71,4800
79.4,0.72,3750
62,0.66,250
67.2,0.42,2350
39,0.98,4150
52,0.98,3150
59.2,0.82,5000
32.6,0.61,4450
24.6,0.39,2000
71.8,0.38,700
81.8,0.4,1600
92.4,0.82,300
50.4,0.14,1600
14.4,0.59,3350
49.8,0.77,4300
9.6,0.67,2600
74.2,0.06,4050
72.4,0.76,3500
94.8,0.26,300
89.4,0.05,4250
51.6,0.11,2850
17.4,0.44,2850
9.8,0.95,3450
81.6,0.31,200
67,0.25,3650
11.4,0.45,4450
43,0.82,4100
27.4,0.09,1450
86.4,0.58,2150
78.4,0.63,3850
65,0.1,3250
96.2,0.45,4900
0.2,0.26,4700
42,0.51,3550
49.2,0.82,1750
46.8,0.67,400
21,0.93,2150
14.2,0.57,850
28.2,0.59,3050
27.2,0.22,2500
39.2,0.13,3400
94,0.14,2550
37.4,0.02,1150
65.2,0.82,450
18.8,0.86,4150
69,0.57,1000
1.4,0.71,600
62.6,0.52,400
78.2,0.24,4500
60.6,0.85,3700
30.2,0.81,3350
59.8,0.76,4800
63,0.67,1700
2.6,0.92,2000
37,0.35,850
85,0.32,2250
79.8,0.85,2950
40.8,0.45,4200
94.6,0.1,1300
71.4,0.17,1800
79,0.32,3600
53.4,0.12,4400
67.4,0.61,3800
37.4,0.63,2750
21.6,0.39,2950
58.8,0.03,4650
39.2,0.04,2700
67.8,0.18,3650
8.6,0.34,2900
12.8,0.46,1450
98.6,0.43,2300
22.6,0.24,650
83.6,0.96,450
92.2,0.3,300
44.4,0.62,3600
29,0.22,4300
85.8,0.08,2250
8.6,0.82,1300
55.2,0.05,2400
63.8,0.7,3450
40.2,0.54,4450
68,0.14,350
89,0.4,4450
17.8,0.81,4300
10.8,0.92,2450
81.6,0.5,3350
4,0.49,2100
22.8,0.69,4850
78.6,0.68,4800
54.4,0.67,300
89.4,0.09,1500
71.6,0.9,3350
7.8,0.83,550
92.2,0.09,500
0.4,0.33,1800
62.4,0.68,4550
20,0.36,4200
15.8,0.01,200
29.6,0.13,3450
19.2,0.98,650
59.4,0.23,4800
58.2,0.74,3750
3.6,0.36,250
9.4,0.36,2350
50.8,0.42,4150
24,0.41,3150
53.6,0.83,5000
83.6,0.77,4450
30.2,0.65,2000
20.4,0.5,700
43.6,0.23,1600
36,0.43,300
41.4,0.88,1600
83.4,0.76,3350
43.6,0.41,4300
71.8,0.1,2600
37.4,0.48,4050
55,0.03,3500
25,0.41,300
3,0.78,4250
7.6,0.95,2850
27.2,0.74,2850
24.6,0.5,3450
14.4,0.43,200
61.2,0.86,3650
69.8,0.37,4450
50.4,0.72,4100
61,0.61,1450
26.2,0.53,2150
37.4,0.85,3850
65,0.35,3250
56.8,0.03,4900
99,0.94,4700
55.8,0.11,3550
55,0.21,1750
35.2,0.42,400
93,0.34,2150
7,0.71,850
88.8,0.79,3050
90.6,0.38,2500
97.4,0.35,3400
15.8,0.37,2550
19.6,0.74,1150
83.4,0.27,450
99.8,0.07,4150
91,0.05,1000
89.2,0.29,600
58.6,0.9,400
11.8,0.47,4500
31.8,0.73,3700
75.4,0.5,3350
19.2,0.07,4800
44,0.21,1700
68.8,0.64,2000
69.8,0.35,850
72.6,0.86,2250
92.4,0.19,2950
27.4,0.69,4200
64.4,0.45,1300
82.8,0.71,1800
14.2,0.96,3600
69.2,0.9,4400
84.6,0.78,3800
44.2,0.37,2750
62.6,0.35,2950
34,0.34,4650
3.8,0.6,2700
63.8,0.98,3650
50.6,0.79,2900
96.6,0.84,1450
36,0.33,2300
38.6,0.53,650
8.4,0.37,450
11.8,0.74,300
66,0.31,3600
31.2,0.35,4300
6.8,0.53,2250
83.8,0.06,1300
69,0.81,2400
46,0.52,3450
70.8,0.37,4450
90.8,0.89,350
11.8,0.38,4450
52.6,0.91,4300
18.4,0.91,2450
2.4,0.72,3350
38.8,0.51,2100
11.4,0.7,4850
30.8,0.23,4800
72.2,0.86,300
95,0.56,1500
80.2,0.89,3350
36.4,0.82,550
43,0.29,500
2.2,0.99,1800
39.6,0.81,4550
51.6,0.92,4200
5.2,0.97,200
98.2,0.88,3450
17.8,0.5,650
9.8,0.13,4800
21.2,0.76,3750
69.8,0.52,250
37.2,0.94,2350
41.6,0.29,4150
6.2,0.43,3150
67.4,0.8,5000
14.2,0.19,4450
6.4,0.41,2000
63.6,0.75,700
57.2,0.29,1600
11.4,0.61,300
98.4,0.69,1600
88.8,0.9,3350
3.6,0.64,4300
27,0.21,2600
82.6,0.39,4050
43.6,0.21,3500
0.2,0.29,300
74.8,0.49,4250
25.6,0.34,2850
89,0.95,2850
83.4,0.75,3450
79.6,0.87,200
32.8,0.45,3650
40.4,0.13,4450
28.8,0.89,4100
86,0.67,1450
49.6,0.82,2150
48,0.61,3850
70.8,0.68,3250
89.4,0.04,4900
66.8,0.01,4700
18.4,0.18,3550
23.8,0.36,1750
52,0.36,400
54.4,0.74,2150
54.8,0.22,850
33.8,0.84,3050
0.4,0.53,2500
22.8,0.07,3400
77,0.1,2550
15.8,0.37,1150
22.2,0.42,450
43.8,0.36,4150
16.6,0.44,1000
66.6,0.98,600
17.4,0.08,400
48.6,0.6,4500
16.2,0.9,3700
82.6,0.48,3350
31.4,0.15,4800
78.4,0.7,1700
83.6,0.34,2000
34.2,0.23,850
92.4,0.19,2250
36,0.51,2950
72.6,0.67,4200
64,0.45,1300
28.4,0.65,1800
87.8,0.76,3600
38,0.83,4400
73.2,0.77,3800
26.2,0.78,2750
16,0.37,2950
91.6,0.26,4650
87.8,0.04,2700
23,0.94,3650
81.6,0.34,2900
88.6,0.95,1450
8.2,0.57,2300
46.6,0.31,650
86.4,0.96,450
41.8,0.78,300
27.6,0.6,3600
42,0.76,4300
25,0.17,2250
2.2,0.77,1300
23.4,0.36,2400
38.6,0.74,3450
99.2,0.73,4450
80.4,0.86,350
24,0.02,4450
49.2,0.67,4300
22.8,0.66,2450
68.4,0.37,3350
12.2,0.44,2100
61,0.16,4850
66.2,0.03,4800
76.2,0.74,300
67.2,0.68,1500
20,0.71,3350
49.8,0.59,550
44.6,0.95,500
74.8,0.94,1800
22.4,0.29,4550
11,0.03,4200
45,0.36,200
33.2,0.03,3450
99.2,0.58,650
16.6,0.31,4800
56.8,0.74,3750
83.4,0.41,250
70.6,0.4,2350
68.4,0.27,4150
24.2,0.51,3150
56.2,0.03,5000
76.6,0.07,4450
30.6,0.19,2000
53.4,0.22,700
3,0.63,1600
53,0.57,300
29.8,0.01,1600
68.8,0.12,3350
3.4,0.85,4300
43.4,0.24,2600
35.6,0.13,4050
60.2,0.83,3500
61.2,0.45,300
76,0.52,4250
42.4,0.03,2850
5.4,0.91,2850
46.8,0.22,3450
92.2,0.74,200
25.8,0.9,3650
54.4,0.65,4450
18.4,0.75,4100
46.6,0.98,1450
91,0.16,2150
41.4,0.78,3850
45.8,0.15,3250
92.4,0.03,4900
38.2,0.7,4700
4,0.54,3550
85.6,0.66,1750
54.2,0.61,400
7.6,0.3,2150
85.2,0.87,850
67,0.85,3050
7.6,0.44,2500
8,0.99,3400
97.4,0.25,2550
72.4,0.85,1150
69.6,0.74,450
80.8,0.07,4150
47,0.76,1000
75.2,0.25,600
88.2,0.82,400
80.6,0.4,4500
37.2,0.7,3700
12.8,0.17,3350
40,0.76,4800
66.8,0.52,1700
79.2,0.75,2000
67.2,0.8,850
25.6,0.07,2250
69.8,0.13,2950
4.6,0.46,4200
62,0.62,1300
51.6,0.19,1800
70.6,0.51,3600
66,0.75,4400
14.6,0.2,3800
51.6,0.8,2750
3.8,0.52,2950
36.6,0.37,4650
62.6,0.37,2700
58.8,0.46,3650
54.6,0.35,2900
55.4,0.92,1450
10.4,0.3,2300
69.4,0.64,650
10,0.76,450
97.6,0.73,300
47,0.5,3600
8.8,0.61,4300
91.2,0.79,2250
32.4,0.88,1300
36.2,0.02,2400
45.6,0.06,3450
40.6,0.44,4450
8,0.38,350
88,0.74,4450
21,0.05,4300
88.8,0.16,2450
14.6,0.33,3350
3.2,0.61,2100
48.2,0.85,4850
44.6,0.5,4800
84.8,0.93,300
49,0.75,1500
81.4,0.68,3350
33.2,0.88,550
23.6,0.12,500
71.4,0.08,1800
0.4,0.12,4550
39,0.67,4200
3.8,0.64,200
35.4,0.19,3450
49.2,0.3,650
32.8,0.85,4800
14.6,0.56,3750
79.4,0.6,250
100,0.66,2350
47,0.14,4150
0.2,0.53,3150
16.4,0.74,5000
58.6,0.11,4450
49.2,0.05,2000
16,0.66,700
62.2,0.53,1600
48.6,0.27,300
27.8,0.28,1600
69,0.08,3350
83.4,0.08,4300
42,0.65,2600
33,0.06,4050
88.4,0.17,3500
73,0.71,300
6.8,0.28,4250
42.2,0.34,2850
0.8,0.92,2850
20.2,0.26,3450
67.4,0.7,200
81,0.19,3650
33,0.73,4450
20,0.11,4100
61.2,0.97,1450
12.6,0.74,2150
81.2,0.62,3850
88,0.44,3250
40,0.51,4900
10,0.38,4700
12,0.99,3550
4.6,0.02,1750
37.4,0.88,400
60,0.35,2150
96.4,0.4,850
41.2,0.38,3050
22.8,0.75,2500
45.8,0.9,3400
82.4,0.91,2550
73.2,0.92,1150
99.6,0.15,450
80,0.25,4150
12,0.14,1000
46.8,0.9,600
45.4,0.17,400
15.6,0.15,4500
4.2,0.25,3700
50.8,0.94,3350
28.6,0.6,4800
22.6,0.62,1700
19.8,0.59,2000
48.6,0.42,850
31,0.4,2250
7.4,0.44,2950
37.6,0.03,4200
73,0.29,1300
29.4,0.03,1800
54.2,0.65,3600
78.8,0.43,4400
94.6,0.4,3800
77.4,0.17,2750
54.4,0.44,2950
94.6,0.01,4650
24.4,0.56,2700
52,0.69,3650
70.2,0.54,2900
21,0.19,1450
46.6,0.65,2300
40.6,0.35,650
54.6,0.19,450
51.2,0.81,300
94.6,0.51,3600
40.4,0.56,4300
38.6,0.45,2250
18.6,0.55,1300
94.6,0.51,2400
69.4,0.84,3450
84,0.39,4450
22.4,0.26,350
59.8,0.6,4450
11.4,0.8,4300
20.2,0.11,2450
67.6,0.81,3350
85.6,0.43,2100
32.2,0.69,4850
79.8,0.94,4800
37.6,0.23,300
55.6,0.19,1500
51,0.95,3350
34.4,0.23,550
34,0.68,500
73,0.58,1800
44.6,0.36,4550
78.4,0.38,4200
78.8,0.12,200
82.6,0.86,3450
30.8,0.53,650
70.8,0.88,4800
26.8,0.28,3750
56.6,0.05,250
77,0.15,2350
16.8,0.8,4150
25,0.16,3150
46.2,0.29,5000
77,0.61,4450
12.6,0.46,2000
56,0.34,700
76.8,0.66,1600
2.6,0.88,300
78.6,0.49,1600
69.4,0.24,3350
66.6,0.23,4300
66.8,0.81,2600
61,0.03,4050
42.6,0.93,3500
74,0.87,300
48.6,0.88,4250
20.8,0.99,2850
74.8,0.12,2850
26.8,0.26,3450
39.6,0.16,200
6.8,0.54,3650
47.2,0.38,4450
79.6,0.78,4100
12.6,0.55,1450
57.8,0.43,2150
12.8,0.74,3850
8.4,0.95,3250
69.6,0.95,4900
0.6,0.99,4700
9.2,0.07,3550
71.8,0.66,1750
29,0.43,400
23.6,0.35,2150
87,0.32,850
79.6,0.26,3050
81.8,0.62,2500
52.2,0.3,3400
11.2,0.83,2550
88,0.65,1150
49.2,0.53,450
63.6,0.24,4150
10.4,0.9,1000
81.4,0.12,600
31.8,0.3,400
36,0.81,4500
57.4,0.74,3700
86.6,0.98,3350
6.4,0.36,4800
92,0.11,1700
70.4,0.67,2000
39.6,0.97,850
6.6,0.71,2250
35,0.67,2950
36,0.44,4200
67.4,0.2,1300
36.6,0.44,1800
8.2,0.69,3600
88.4,0.22,4400
47.6,0.34,3800
81,0.37,2750
85.2,0.59,2950
95.2,0.32,4650
1.8,0.47,2700
46.8,0.59,3650
6.4,0.79,2900
58.2,0.41,1450
90,0.55,2300
16.4,0.67,650
80,0.74,450
56.2,0.41,300
49.4,0.31,3600
67,0.86,4300
45.2,0.96,2250
72.4,0.73,1300
63.4,0.09,2400
23.2,0.07,3450
4.8,0.34,4450
98,0.97,350
55.8,0.31,4450
14.6,0.37,4300
68.6,0.9,2450
70.6,0.74,3350
53.4,0.76,2100
79.8,0.41,4850
22.4,0.84,4800
35.6,0.81,300
66.2,0.89,1500
93.4,0.43,3350
23.4,0.46,550
6.8,0.44,500
71.6,0.09,1800
6,0.38,4550
88.4,0.85,4200
2.6,0.42,200
92,0.05,3450
53.2,0.56,650
5.6,0.58,4800
1.6,0.09,3750
62,0.12,250
45.6,0.45,2350
73.2,0.73,4150
8.4,0.73,3150
55.8,0.45,5000
6.6,0.38,4450
29.4,0.19,2000
23,0.9,700
93.2,0.4,1600
31.2,0.8,300
38,0.39,1600
70.4,0.56,3350
68.4,0.14,4300
64.2,0.84,2600
37.8,0.3,4050
22,0.43,3500
81,0.06,300
52.8,0.34,4250
61.4,0.46,2850
78,0.32,2850
66.2,0.96,3450
85.6,0.24,200
14.2,0.63,3650
8.2,0.28,4450
14,0.23,4100
72,0.71,1450
51.2,0.45,2150
78.2,0.37,3850
20,0.6,3250
18.4,0.11,4900
0.8,0.92,4700
97.6,0.3,3550
84.4,0.78,1750
14.4,0.89,400
99.6,0.83,2150
63.6,0.11,850
38.4,0.59,3050
53,0.94,2500
21,0.94,3400
66.2,0.52,2550
26,0.18,1150
11.2,0.24,450
64.6,0.35,4150
83.6,0.01,1000
33.8,0.88,600
89,0.19,400
55.8,0.05,4500
2,0.22,3700
29.6,0.31,3350
97,0.21,4800
83.6,0.72,1700
61.2,0.44,2000
19.4,0.27,850
30.2,0.77,2250
2,0.12,2950
90.4,0.7,4200
8.6,0.63,1300
36.2,0.63,1800
50.2,0.28,3600
50,0.86,4400
83.2,0.49,3800
19.4,0.71,2750
45.6,0.55,2950
19.2,0.88,4650
37.4,0.76,2700
80.2,0.49,3650
52.2,0.64,2900
54.4,0.46,1450
92,0.95,2300
10.2,0.85,650
73,0.76,450
52.6,0.65,300
13.6,0.28,3600
15,0.59,4300
20.6,0.7,2250
16.4,0.8,1300
87.2,0.01,2400
29.6,0.66,3450
41,0.11,4450
73.2,0.02,350
5.6,0.16,4450
60.2,0.34,4300
60.4,0.91,2450
7.8,0.87,3350
9.8,0.44,2100
74.8,0.44,4850
22.6,0.75,4800
60.6,0.45,300
21.4,0.15,1500
41.2,0.15,3350
68,0.29,550
32.6,0.88,500
25.4,0.52,1800
83,0.97,4550
47.6,0.84,4200
46.6,0.15,200
94.8,0.88,3450
7,0.64,650
54.8,0.21,4800
66,0.87,3750
22.8,0.59,250
56.6,0.03,2350
87.6,0.38,4150
29,0.53,3150
92.8,0.24,5000
23,0.79,4450
85.8,0.67,2000
55.4,0.29,700
